"Ajatempel","Kasutajanimi","Nimi","Klass","2. periood hommik 1. valik","2. periood hommik 2. valik","2. periood hommik 3. valik","2. periood õhtu 1. valik","2. periood õhtu 2. valik","2. periood õhtu 3. valik","3. periood hommik 1. valik","3. periood hommik 2. valik","3. periood hommik 3. valik","3. periood õhtu 1. valik","3. periood õhtu 2. valik","3. periood õhtu 3. valik","4. periood hommik 1. valik","4. periood hommik 2. valik","4. periood hommik 3. valik","4. periood õhtu 1. valik","4. periood õhtu 2. valik","4. periood õhtu 3. valik","5. periood hommik 1. valik","5. periood hommik 2. valik","5. periood hommik 3. valik","5. periood õhtu 1. valik","5. periood õhtu 2. valik","5. periood õhtu 3. valik"
"2020/07/08 5:22:34 PM GMT +3","lAawnIK@fakegmail.com","Ashley 286","11","Finantsmõtlemine","Astrofüüsika 2. periood","Globaliseeruv maailm","Linux Raspberry Pi näitel","Ei taha","Inimene ja õigus","Loomade käitumine 3. periood","Ei taha","Ladina keel 1","Ei taha","Statistiline maailmapilt","Veebidisain","Matemaatika ajaloo elemente ja rakendusi","Köögifüüsika","Joonestamine 4. periood","Teater Vanemuise kultuuritänavas","Psühholoogia alused","Millest ELU koosneb?","Laboratoorsed tööd bioloogias","Raamatukunst","Laboratoorsed tööd bioloogias","Mobiilirakenduste loomine (APP Inventor)","Teadusajalugu 5. periood","Karjääriõpetus"
"2020/07/08 5:22:38 PM GMT +3","xEcbmjp@fakegmail.com","Hannah 287","11","Orgaaniline arhitektuur","Loogika 2. periood","Planimeetria alused","Prantsuse keel 1","Hispaania keel 1","Programmeerimine keeles Python 1 õhtul","Astrofüüsika 3. periood","Keemilised elemendid","Ladina keel 1","Sissejuhatus ehitusinseneeriasse","Arvutite riistvara ja lisaseadmed","Inimene ja ühiskond 3. periood","Praktiline kommunikatsioon","Kasutame füüsikat!","Klassikaline skulptuur","Riigikaitse 1","Arvutivõrkude alused","Arvutivõrkude alused","Ettevõtlusõpe 5. periood","3D-modelleerimine 5. periood","Globaalne keskkond","Projektikirjutamisõpe","Ei taha","CAD joonestamine"
"2020/07/08 5:22:43 PM GMT +3","nEdHcjw@fakegmail.com","Taylor 288","12","Planimeetria alused","Planimeetria alused","Loominguline joonestamine 1","Ei taha","Prantsuse keel 1","Hiina keel 1","Filosoofia 1","Loomade käitumine 3. periood","Ajakirjanduse alused","Arvutite riistvara ja lisaseadmed","Fotograafia 1","Veebidisain","Kujutav geomeetria","Klassikaline skulptuur","Loominguline joonistamine 2","Arvutivõrkude alused","Riigikaitse 1","Psühholoogia alused","Liiklusfüüsika","Laboratoorsed tööd bioloogias","Majandusmatemaatika elemendid","Karjääriõpetus","Teadusajalugu 5. periood","Mobiilirakenduste loomine (APP Inventor)"
"2020/07/08 5:22:48 PM GMT +3","aeGpzDH@fakegmail.com","Elizabeth 289","11","Loominguline joonestamine 1","Planimeetria alused","Globaliseeruv maailm","Meediakursus","Meediakursus","Soome keel 1","Natuurist joonistamine","3D-modelleerimine 3. periood","Ladina keel 1","Ei taha","Keskkonnakeemia 3. periood","Veebidisain","Kujutav geomeetria","Praktiline kommunikatsioon","Kujutav geomeetria","Inimene ja ühiskond 4. periood","Millest ELU koosneb?","Majandusõpe","Liiklusfüüsika","Filosoofia 2","Raamatukunst","Mobiilirakenduste loomine (APP Inventor)","Ei taha","Mobiilirakenduste loomine (APP Inventor)"
"2020/07/08 5:22:53 PM GMT +3","GQPUtUN@fakegmail.com","Emma 290","11","Astrofüüsika 2. periood","Geoinformaatika","Ei taha","Õpioskused","Inimene ja õigus","Soome keel 1","3D-modelleerimine 3. periood","Küberkaitse 1","Ladina keel 1","Sissejuhatus ehitusinseneeriasse","Vaimne tervis ja selle hoidmine","Veebidisain","Kasutame füüsikat!","Praktiline kommunikatsioon","Joonestamine 4. periood","Riigikaitse 1","Psühholoogia alused","Majandusõpe","Filosoofia 2","3D-modelleerimine 5. periood","Raamatukunst","CAD joonestamine","Ei taha","Mobiilirakenduste loomine (APP Inventor)"
"2020/07/08 5:22:58 PM GMT +3","yWHiwPp@fakegmail.com","Abigail 291","11","Kirjandus ja film","Kirjandus ja film","Planimeetria alused","Hispaania keel 1","Astronoomia","Inimene ja õigus","Programmeerimine keeles Java 1","Loomade käitumine 3. periood","Filosoofia 1","Ei taha","Turundus","Keskkonnakeemia 3. periood","Praktiline kommunikatsioon","Loogika 4. periood","Joonestamine 4. periood","Riigikaitse 1","Riigikaitse 1","Millest ELU koosneb?","Majandusmatemaatika elemendid","Laboratoorsed tööd bioloogias","Ettevõtlusõpe 5. periood","Teadusajalugu 5. periood","Riigikaitse 2","Ei taha"
"2020/07/08 5:23:02 PM GMT +3","dzrhbXp@fakegmail.com","Grace 292","11","Ei taha","Ei taha","Kirjandus ja film","Labortöid füüsikas 10. ja 11. klassile","Lähis-Ida 20. sajandi teisest poolest tänapäevani","Meediakursus","Loomade käitumine 3. periood","Loomade käitumine 3. periood","Muusikaline kirjaoskus","Ei taha","Veebidisain","Teadusajalugu 3. periood","Ei taha","Kasutame füüsikat!","Loodusteadused, tehnoloogia ja ühiskond","Millest ELU koosneb?","Majandusõpe","Ei taha","Tänavakunst","Ei taha","Tänavakunst","Ajakirjanduse praktika","Mobiilirakenduste loomine (APP Inventor)","Ajakirjanduse praktika"
"2020/07/08 5:23:07 PM GMT +3","GAezvZX@fakegmail.com","Jessica 293","11","Joonestamine 2. periood","Planimeetria alused","Planimeetria alused","Hispaania keel 1","Labortöid füüsikas 10. ja 11. klassile","Linux Raspberry Pi näitel","Ajakirjanduse alused","Keemilised elemendid","Ajakirjanduse alused","Keskkonnakeemia 3. periood","Vaimne tervis ja selle hoidmine","Statistiline maailmapilt","Klassikaline skulptuur","Kasutame füüsikat!","Praktiline kommunikatsioon","Psühholoogia alused","Millest ELU koosneb?","Millest ELU koosneb?","Laboratoorsed tööd bioloogias","Liiklusfüüsika","Filosoofia 2","Mobiilirakenduste loomine (APP Inventor)","Ei taha","Ei taha"
"2020/07/08 5:23:12 PM GMT +3","xtXJMoG@fakegmail.com","Alexis 294","10","Värvus ja kompositsioon","Joonestamine 2. periood","Joonestamine 2. periood","Astronoomia","Inimene ja õigus","Soome keel 1","Astrofüüsika 3. periood","Ladina keel 1","Ladina keel 1","Statistiline maailmapilt","Ei taha","Inimene ja ühiskond 3. periood","Loomade käitumine 4. periood","Kasutame füüsikat!","Loomade käitumine 4. periood","Teater Vanemuise kultuuritänavas","Riigikaitse 1","Inimene ja ühiskond 4. periood","Majandusmatemaatika elemendid","Liiklusfüüsika","Liiklusfüüsika","Ajakirjanduse praktika","Riigikaitse 2","Projektikirjutamisõpe"
"2020/07/08 5:23:17 PM GMT +3","pjArJXH@fakegmail.com","Isabella 295","10","Geoinformaatika","Programmeerimine keeles Python 1 hommikul","Kirjandus ja film","Ei taha","Linux Raspberry Pi näitel","Meediakursus","Ladina keel 1","Ladina keel 1","Programmeerimine keeles Java 1","Ettevõtlusõpe 3. periood","Veebidisain","Veebidisain","Ei taha","Köögifüüsika","Praktiline kommunikatsioon","Meditsiinikursus","Majandusõpe","Teater Vanemuise kultuuritänavas","Filosoofia 2","Ei taha","3D-modelleerimine 5. periood","Ei taha","Riigikaitse 2","Karjääriõpetus"
"2020/07/08 5:23:21 PM GMT +3","IxQLKKQ@fakegmail.com","Abigail 296","11","Globaliseeruv maailm","Geoinformaatika","Kirjandus ja film","Meediakursus","Astronoomia","Prantsuse keel 1","Astrofüüsika 3. periood","Küberkaitse 1","Loomade käitumine 3. periood","Veebidisain","Fotograafia 1","Keskkonnakeemia 3. periood","Matemaatika ajaloo elemente ja rakendusi","Kasutame füüsikat!","Loodusteadused, tehnoloogia ja ühiskond","Millest ELU koosneb?","Millest ELU koosneb?","Psühholoogia alused","Raamatukunst","Programmeerimine keeles Java 2","Ettevõtlusõpe 5. periood","Projektikirjutamisõpe","Karjääriõpetus","CAD joonestamine"
"2020/07/08 5:23:26 PM GMT +3","TGjFeJs@fakegmail.com","Ashley 297","11","Geoinformaatika","Keskkonnakeemia 2. periood","Keskkonnakeemia 2. periood","Õpioskused","Programmeerimine keeles Python 1 õhtul","Hiina keel 1","3D-modelleerimine 3. periood","Küberkaitse 1","Loovkirjutamine","Arvutite riistvara ja lisaseadmed","Inimene ja ühiskond 3. periood","Fotograafia 1","Programmeerimine keeles Python 2","Praktiline kommunikatsioon","Köögifüüsika","Majandusõpe","Majandusõpe","Meditsiinikursus","Raamatukunst","Filosoofia 2","Programmeerimine keeles Java 2","Karjääriõpetus","Ajakirjanduse praktika","Riigikaitse 2"
"2020/07/08 5:23:30 PM GMT +3","uoVHbOd@fakegmail.com","Samantha 298","10","Ei taha","Loominguline joonestamine 1","Joonestamine 2. periood","Meediakursus","Hiina keel 1","Hiina keel 1","3D-modelleerimine 3. periood","Filosoofia 1","Ei taha","Vaimne tervis ja selle hoidmine","Ei taha","Vaimne tervis ja selle hoidmine","Loodusteadused, tehnoloogia ja ühiskond","Kasutame füüsikat!","Loominguline joonistamine 2","Ei taha","Teater Vanemuise kultuuritänavas","Riigikaitse 1","Programmeerimine keeles Java 2","Majandusmatemaatika elemendid","Globaalne keskkond","Ei taha","Mobiilirakenduste loomine (APP Inventor)","Karjääriõpetus"
"2020/07/08 5:23:35 PM GMT +3","wkJOeVn@fakegmail.com","Brianna 299","11","Orgaaniline arhitektuur","Ei taha","Värvus ja kompositsioon","Linux Raspberry Pi näitel","Soome keel 1","Õpioskused","3D-modelleerimine 3. periood","3D-modelleerimine 3. periood","Loovkirjutamine","Inimene ja ühiskond 3. periood","Statistiline maailmapilt","Turundus","Klassikaline skulptuur","Köögifüüsika","Loogika 4. periood","Majandusõpe","Riigikaitse 1","Ei taha","Globaalne keskkond","Raamatukunst","Tänavakunst","CAD joonestamine","Ei taha","Ajakirjanduse praktika"
"2020/07/08 5:23:40 PM GMT +3","klBgPNL@fakegmail.com","Emma 300","11","Värvus ja kompositsioon","Planimeetria alused","Ei taha","Prantsuse keel 1","Hispaania keel 1","Hiina keel 1","Filosoofia 1","Ladina keel 1","Programmeerimine keeles Java 1","Veebidisain","Vaimne tervis ja selle hoidmine","Teadusajalugu 3. periood","Kujutav geomeetria","Kujutav geomeetria","Ei taha","Millest ELU koosneb?","Majandusõpe","Millest ELU koosneb?","Liiklusfüüsika","Globaalne keskkond","Globaalne keskkond","Teadusajalugu 5. periood","Teadusajalugu 5. periood","CAD joonestamine"
"2020/07/08 5:23:44 PM GMT +3","RDPMJUb@fakegmail.com","Madison 301","11","Finantsmõtlemine","Keskkonnakeemia 2. periood","Programmeerimine keeles Python 1 hommikul","Inimene ja õigus","Lähis-Ida 20. sajandi teisest poolest tänapäevani","Õpioskused","Ajakirjanduse alused","Natuurist joonistamine","Küberkaitse 1","Turundus","Ettevõtlusõpe 3. periood","Ettevõtlusõpe 3. periood","Köögifüüsika","Joonestamine 4. periood","Klassikaline skulptuur","Psühholoogia alused","Meditsiinikursus","Majandusõpe","Laboratoorsed tööd bioloogias","Laboratoorsed tööd bioloogias","Tänavakunst","Karjääriõpetus","CAD joonestamine","Ei taha"
"2020/07/08 5:23:49 PM GMT +3","wPgupmC@fakegmail.com","Samantha 302","12","Loominguline joonestamine 1","Astrofüüsika 2. periood","Planimeetria alused","Lähis-Ida 20. sajandi teisest poolest tänapäevani","Prantsuse keel 1","Astronoomia","Filosoofia 1","3D-modelleerimine 3. periood","Küberkaitse 1","Veebidisain","Fotograafia 1","Inimene ja ühiskond 3. periood","Loominguline joonistamine 2","Loominguline joonistamine 2","Köögifüüsika","Millest ELU koosneb?","Riigikaitse 1","Arvutivõrkude alused","Ei taha","Globaalne keskkond","Liiklusfüüsika","Ajakirjanduse praktika","CAD joonestamine","Riigikaitse 2"
"2020/07/08 5:23:54 PM GMT +3","REpQRLA@fakegmail.com","Jessica 303","10","Ei taha","Loominguline joonestamine 1","Globaliseeruv maailm","Prantsuse keel 1","Labortöid füüsikas 10. ja 11. klassile","Õpioskused","Ladina keel 1","Muusikaline kirjaoskus","Programmeerimine keeles Java 1","Turundus","Sissejuhatus ehitusinseneeriasse","Teadusajalugu 3. periood","Loomade käitumine 4. periood","Matemaatika ajaloo elemente ja rakendusi","Loogika 4. periood","Meditsiinikursus","Millest ELU koosneb?","Ei taha","Raamatukunst","Programmeerimine keeles Java 2","Filosoofia 2","Projektikirjutamisõpe","Karjääriõpetus","Projektikirjutamisõpe"
"2020/07/08 5:23:58 PM GMT +3","iLlvgWI@fakegmail.com","Alyssa 304","11","Planimeetria alused","Ei taha","Geoinformaatika","Inimene ja õigus","Programmeerimine keeles Python 1 õhtul","Soome keel 1","Astrofüüsika 3. periood","Natuurist joonistamine","Ladina keel 1","Teadusajalugu 3. periood","Turundus","Inimene ja ühiskond 3. periood","Joonestamine 4. periood","Praktiline kommunikatsioon","Matemaatika ajaloo elemente ja rakendusi","Ei taha","Ei taha","Arvutivõrkude alused","Globaalne keskkond","Ei taha","Filosoofia 2","CAD joonestamine","Ei taha","Projektikirjutamisõpe"
"2020/07/08 5:24:03 PM GMT +3","dgNnRUA@fakegmail.com","Emma 305","10","Loominguline joonestamine 1","Globaliseeruv maailm","Programmeerimine keeles Python 1 hommikul","Hiina keel 1","Lähis-Ida 20. sajandi teisest poolest tänapäevani","Hispaania keel 1","Programmeerimine keeles Java 1","Ei taha","Loomade käitumine 3. periood","Turundus","Vaimne tervis ja selle hoidmine","Turundus","Loodusteadused, tehnoloogia ja ühiskond","Kasutame füüsikat!","Loogika 4. periood","Riigikaitse 1","Millest ELU koosneb?","Majandusõpe","Majandusmatemaatika elemendid","Liiklusfüüsika","Ei taha","Mobiilirakenduste loomine (APP Inventor)","CAD joonestamine","Projektikirjutamisõpe"
"2020/07/08 5:24:08 PM GMT +3","AcRcEhV@fakegmail.com","Alyssa 306","12","Geoinformaatika","Joonestamine 2. periood","Joonestamine 2. periood","Programmeerimine keeles Python 1 õhtul","Inimene ja õigus","Prantsuse keel 1","Muusikaline kirjaoskus","3D-modelleerimine 3. periood","Filosoofia 1","Veebidisain","Inimene ja ühiskond 3. periood","Teadusajalugu 3. periood","Ei taha","Klassikaline skulptuur","Klassikaline skulptuur","Teater Vanemuise kultuuritänavas","Riigikaitse 1","Inimene ja ühiskond 4. periood","Tänavakunst","Programmeerimine keeles Java 2","Tänavakunst","Ajakirjanduse praktika","Teadusajalugu 5. periood","Riigikaitse 2"
"2020/07/08 5:24:12 PM GMT +3","CwHCMAX@fakegmail.com","Elizabeth 307","10","Geoinformaatika","Loogika 2. periood","Värvus ja kompositsioon","Prantsuse keel 1","Lähis-Ida 20. sajandi teisest poolest tänapäevani","Soome keel 1","Keemilised elemendid","Astrofüüsika 3. periood","Muusikaline kirjaoskus","Fotograafia 1","Ettevõtlusõpe 3. periood","Vaimne tervis ja selle hoidmine","Matemaatika ajaloo elemente ja rakendusi","Klassikaline skulptuur","Loominguline joonistamine 2","Millest ELU koosneb?","Inimene ja ühiskond 4. periood","Psühholoogia alused","Majandusmatemaatika elemendid","Liiklusfüüsika","Ettevõtlusõpe 5. periood","Ei taha","Projektikirjutamisõpe","Ajakirjanduse praktika"
"2020/07/08 5:24:17 PM GMT +3","ZnoRSbU@fakegmail.com","Alyssa 308","12","Kirjandus ja film","Finantsmõtlemine","Astrofüüsika 2. periood","Inimene ja õigus","Meediakursus","Soome keel 1","Küberkaitse 1","Ladina keel 1","Natuurist joonistamine","Fotograafia 1","Veebidisain","Inimene ja ühiskond 3. periood","Kasutame füüsikat!","Matemaatika ajaloo elemente ja rakendusi","Praktiline kommunikatsioon","Teater Vanemuise kultuuritänavas","Psühholoogia alused","Inimene ja ühiskond 4. periood","Laboratoorsed tööd bioloogias","Ei taha","Raamatukunst","Mobiilirakenduste loomine (APP Inventor)","Projektikirjutamisõpe","Projektikirjutamisõpe"
"2020/07/08 5:24:21 PM GMT +3","LuHnjub@fakegmail.com","Lauren 309","12","Finantsmõtlemine","Programmeerimine keeles Python 1 hommikul","Astrofüüsika 2. periood","Prantsuse keel 1","Hiina keel 1","Ei taha","Natuurist joonistamine","Astrofüüsika 3. periood","Loomade käitumine 3. periood","Ettevõtlusõpe 3. periood","Statistiline maailmapilt","Turundus","Praktiline kommunikatsioon","Loomade käitumine 4. periood","Loogika 4. periood","Ei taha","Riigikaitse 1","Meditsiinikursus","Tänavakunst","Laboratoorsed tööd bioloogias","Ettevõtlusõpe 5. periood","Riigikaitse 2","Ajakirjanduse praktika","Ajakirjanduse praktika"
"2020/07/08 5:24:26 PM GMT +3","EuaVOye@fakegmail.com","Lauren 310","11","Orgaaniline arhitektuur","Värvus ja kompositsioon","Orgaaniline arhitektuur","Astronoomia","Hispaania keel 1","Prantsuse keel 1","Filosoofia 1","Programmeerimine keeles Java 1","Keemilised elemendid","Veebidisain","Vaimne tervis ja selle hoidmine","Fotograafia 1","Klassikaline skulptuur","Programmeerimine keeles Python 2","Loogika 4. periood","Psühholoogia alused","Riigikaitse 1","Majandusõpe","Programmeerimine keeles Java 2","Ei taha","Filosoofia 2","Teadusajalugu 5. periood","Ei taha","Ei taha"
"2020/07/08 5:24:31 PM GMT +3","qParotO@fakegmail.com","Jessica 311","10","Orgaaniline arhitektuur","Joonestamine 2. periood","Ei taha","Prantsuse keel 1","Astronoomia","Õpioskused","Loomade käitumine 3. periood","Keemilised elemendid","Loovkirjutamine","Turundus","Statistiline maailmapilt","Statistiline maailmapilt","Loodusteadused, tehnoloogia ja ühiskond","Kasutame füüsikat!","Loominguline joonistamine 2","Psühholoogia alused","Riigikaitse 1","Riigikaitse 1","Globaalne keskkond","Programmeerimine keeles Java 2","Programmeerimine keeles Java 2","Projektikirjutamisõpe","Teadusajalugu 5. periood","Karjääriõpetus"
"2020/07/08 5:24:35 PM GMT +3","hcBDaso@fakegmail.com","Sarah 312","10","Orgaaniline arhitektuur","Finantsmõtlemine","Ei taha","Õpioskused","Lähis-Ida 20. sajandi teisest poolest tänapäevani","Lähis-Ida 20. sajandi teisest poolest tänapäevani","Filosoofia 1","Küberkaitse 1","Filosoofia 1","Ei taha","Teadusajalugu 3. periood","Arvutite riistvara ja lisaseadmed","Loodusteadused, tehnoloogia ja ühiskond","Matemaatika ajaloo elemente ja rakendusi","Kasutame füüsikat!","Arvutivõrkude alused","Teater Vanemuise kultuuritänavas","Arvutivõrkude alused","Programmeerimine keeles Java 2","Majandusmatemaatika elemendid","Raamatukunst","Mobiilirakenduste loomine (APP Inventor)","Karjääriõpetus","Ei taha"
"2020/07/08 5:24:40 PM GMT +3","cICUkqZ@fakegmail.com","Elizabeth 313","10","Loominguline joonestamine 1","Globaliseeruv maailm","Joonestamine 2. periood","Prantsuse keel 1","Ei taha","Programmeerimine keeles Python 1 õhtul","Ladina keel 1","Ladina keel 1","Muusikaline kirjaoskus","Ei taha","Teadusajalugu 3. periood","Statistiline maailmapilt","Klassikaline skulptuur","Kujutav geomeetria","Matemaatika ajaloo elemente ja rakendusi","Inimene ja ühiskond 4. periood","Arvutivõrkude alused","Meditsiinikursus","Filosoofia 2","3D-modelleerimine 5. periood","Ei taha","Teadusajalugu 5. periood","Ajakirjanduse praktika","Ei taha"
"2020/07/08 5:24:44 PM GMT +3","kKOhtrR@fakegmail.com","Hannah 314","10","Planimeetria alused","Finantsmõtlemine","Joonestamine 2. periood","Programmeerimine keeles Python 1 õhtul","Hiina keel 1","Inimene ja õigus","Programmeerimine keeles Java 1","Filosoofia 1","Muusikaline kirjaoskus","Fotograafia 1","Veebidisain","Fotograafia 1","Loogika 4. periood","Klassikaline skulptuur","Klassikaline skulptuur","Majandusõpe","Arvutivõrkude alused","Ei taha","Liiklusfüüsika","Liiklusfüüsika","Programmeerimine keeles Java 2","Mobiilirakenduste loomine (APP Inventor)","Riigikaitse 2","Ajakirjanduse praktika"
"2020/07/08 5:24:49 PM GMT +3","wUlPgeM@fakegmail.com","Sarah 315","10","Värvus ja kompositsioon","Keskkonnakeemia 2. periood","Geoinformaatika","Programmeerimine keeles Python 1 õhtul","Prantsuse keel 1","Meediakursus","Programmeerimine keeles Java 1","Loomade käitumine 3. periood","Natuurist joonistamine","Statistiline maailmapilt","Veebidisain","Ettevõtlusõpe 3. periood","Loominguline joonistamine 2","Ei taha","Matemaatika ajaloo elemente ja rakendusi","Arvutivõrkude alused","Majandusõpe","Majandusõpe","Laboratoorsed tööd bioloogias","Ei taha","Globaalne keskkond","Teadusajalugu 5. periood","Teadusajalugu 5. periood","Ajakirjanduse praktika"
"2020/07/08 5:24:53 PM GMT +3","buUBQwz@fakegmail.com","Alexis 316","12","Kirjandus ja film","Joonestamine 2. periood","Programmeerimine keeles Python 1 hommikul","Ei taha","Lähis-Ida 20. sajandi teisest poolest tänapäevani","Lähis-Ida 20. sajandi teisest poolest tänapäevani","Ei taha","Filosoofia 1","3D-modelleerimine 3. periood","Arvutite riistvara ja lisaseadmed","Turundus","Arvutite riistvara ja lisaseadmed","Programmeerimine keeles Python 2","Loomade käitumine 4. periood","Köögifüüsika","Millest ELU koosneb?","Majandusõpe","Teater Vanemuise kultuuritänavas","Liiklusfüüsika","Globaalne keskkond","3D-modelleerimine 5. periood","Teadusajalugu 5. periood","Riigikaitse 2","Projektikirjutamisõpe"
"2020/07/08 5:24:58 PM GMT +3","nHcUsgQ@fakegmail.com","Hannah 317","10","Globaliseeruv maailm","Planimeetria alused","Geoinformaatika","Inimene ja õigus","Soome keel 1","Programmeerimine keeles Python 1 õhtul","Ei taha","Natuurist joonistamine","Programmeerimine keeles Java 1","Teadusajalugu 3. periood","Turundus","Ei taha","Praktiline kommunikatsioon","Klassikaline skulptuur","Loogika 4. periood","Psühholoogia alused","Riigikaitse 1","Meditsiinikursus","Raamatukunst","Ettevõtlusõpe 5. periood","Ettevõtlusõpe 5. periood","Ajakirjanduse praktika","Mobiilirakenduste loomine (APP Inventor)","Teadusajalugu 5. periood"
